Titre,Prix,Localisation,Date,Chambres
Appartement NEUF à Fann Résidence,1 700 000 F Cfa,"Fann,
Dakar","23. mai, 10:43",3 chambre
Appartement F4 haut standing dans la cité Mbackiyoufaye,800 000 F Cfa,"Mamelles,
Dakar","lundi, 11:34",3 chambre
Appartement meublé à louer : Sotrac Mermoz,1 500 000 F Cfa,"Mermoz,
Dakar","30. avr., 13:06",3 chambre
Splendides Duplex à Louer aux Almadies,1 500 000 F Cfa,"Almadies,
Dakar","30. avr., 10:44",3 chambre
Appartement à louer à Sotrac Mermoz,1 200 000 F Cfa,"Mermoz,
Dakar","30. avr., 12:36",3 chambre
Appartement à louer Fann Mermoz,1 600 000 F Cfa,"Fann,
Dakar","2. mai, 15:29",3 chambre
Appartement F2 Yoff Virage,400 000 F Cfa,"Virage,
Dakar","30. avr., 10:54",
Appartement F4 à louer aux Almadies,1 800 000 F Cfa,"Almadies,
Dakar","30. avr., 10:40",3 chambre
Appartement à louer sur la Corniche Almadies,2 200 000 F Cfa,"Almadies,
Dakar","30. avr., 10:37",
Appartement F5 Cité Emergence Addoha,800 000 F Cfa,"Plateau,
Dakar","30. avr., 10:34",4 chambre
Villa à louer tivaoune peulh,120 000 F Cfa,"Tivaouane peulh,
Dakar","29. avr., 20:59",2 chambre
Appartement haute standing,430 000 F Cfa,"Hann maristes,
Dakar","29. avr., 12:51",
Appartements KALIA - Zone de captage,450 000 F Cfa,"Zone de captage,
Dakar","11. juil., 22:19",3 chambre
Appartement à louer - ADJA LOUISE,1 200 000 F Cfa,"Mermoz,
Dakar","lundi, 12:24",3 chambre
Bel appartement situé à Ngor,1 100 000 F Cfa,"Ngor,
Dakar","29. avr., 12:25",3 chambre
Appartement à louer,350 000 F Cfa,"Plateau,
Dakar","3. mai, 10:23",2 chambre
Urgent ! Recherchons 1appartement standing F4,350 000 F Cfa,"VDN,
Dakar","29. avr., 08:31",3 chambre
Appart F4 avec vue mer aux Almadies,2 500 000 F Cfa,"Almadies,
Dakar","27. avr., 21:48",3 chambre
F4 haut standing avec rez de jardin privé,2 000 000 F Cfa,"Almadies,
Dakar","27. avr., 21:46",3 chambre
Grand penthouse F5 Almadies,1 600 000 F Cfa,"Almadies,
Dakar","27. avr., 21:46",4 chambre
APPARTEMENT VUE MER,1 000 000 F Cfa,"Yoff,
Dakar","2. mai, 15:38",3 chambre
Appartement F4 de haut standing à la cité keur gorgui,1 100 000 F Cfa,"Cité keur gorgui,
Dakar","26. avr., 20:37",3 chambre
Appartement neuf F4 Point E,1 300 000 F Cfa,"Point-e,
Dakar","2. mai, 15:44",3 chambre
Keur gorgui appartement de type F3 à louer très bien placé,550 000 F Cfa,"Cité keur gorgui,
Dakar","25. avr., 20:42",2 chambre
Appartements KALIA - Zone de captage,450 000 F Cfa,"Zone de captage,
Dakar","11. juil., 22:19",3 chambre
F5 FOR RENT RESIDENTIAL AND QUIET LIBERTE 6 EXTENTION,650 000 F Cfa,"Liberte 6 extension,
Dakar","Hier, 14:44",4 chambre
Mermoz très bel appartement F5 à louer,2 200 000 F Cfa,"Mermoz,
Dakar","25. avr., 20:41",4 chambre
Location appartements Ouakam,350 000 F Cfa,"Ouakam,
Dakar","12. mai, 22:10",3 chambre
Immeuble zone de Recasement Almadies,449 958 F Cfa,"Almadies,
Dakar","4. mai, 20:09",3 chambre
Grand appartement neuf à louer à Ngor,500 000 F Cfa,"Ngor,
Dakar","6. mai, 10:42",3 chambre
Almadies appartement meublé F5 à louer,2 500 000 F Cfa,"Mermoz,
Dakar","25. avr., 20:44",4 chambre
"Appartement 4 chambres 2 salons à la cité Africa, Ouakam.",1 900 000 F Cfa,"Ouakam,
Dakar","13. mai, 10:42",4 chambre
Appart neuf haut standing Corniche Mamelles,1 200 000 F Cfa,"Mamelles,
Dakar","4. juin, 11:36",5 chambre
Appartement F4 tout neuf ouest foire,300 000 F Cfa,"Ouest foire,
Dakar","21. avr., 21:24",3 chambre
Appartement à louer aux almadies,700 000 F Cfa,"Almadies,
Dakar","21. avr., 21:21",2 chambre
Des apparts touts neufs aux Almadies,500 000 F Cfa,"Almadies,
Dakar","20. avr., 22:00",3 chambre
Appartement à louer à la sortie 10 de l'autoroute,250 000 F Cfa,"Rufisque,
Dakar","28. juin, 18:44",3 chambre
APPARTEMENT À LA CITÉ BOURGUIBA,550 000 F Cfa,"Avenue Bourguiba,
Dakar","jeudi, 13:10",2 chambre
Appartement à louer au virage .,550 000 F Cfa,"Virage,
Dakar","6. avr., 22:10",3 chambre
Appartement f4 a louer sacré cœur 1,824 000 F Cfa,"Sacré-cœur,
Dakar","17. mai, 22:21",3 chambre
Appartement neuf à louer aux Almadies,1 000 000 F Cfa,"Almadies,
Dakar","11. juil., 16:04",3 chambre
Studio Mariste croisement Camberene,110 000 F Cfa,"Hann maristes,
Dakar","3. juil., 19:17",1 chambre
Magnifique duplex à louer aux ALMADIES,2 000 000 F Cfa,"Almadies,
Dakar","mardi, 18:05",4 chambre
Magnifique appartement centre ville avec vue mer,3 300 000 F Cfa,"Plateau,
Dakar","21. mai, 12:09",5 chambre
APPARTEMENTS OUEST FOIRE,400 000 F Cfa,"Ouest foire,
Dakar","12. avr., 23:35",3 chambre
APPARTEMENT F5 AUX MAMELLES,400 000 F Cfa,"Mamelles,
Dakar","12. avr., 20:56",4 chambre
APPARTEMENT À LOUER CORNICHE OUAKAM,550 000 F Cfa,"Mamelles,
Dakar","12. avr., 20:53",3 chambre
APPARTEMENT AU VIRAGE,550 000 F Cfa,"Virage,
Dakar","12. avr., 20:38",3 chambre
Appartements d'exception aux Almadies Vue Mer,1 500 000 F Cfa,"Almadies,
Dakar","16. mai, 18:48",
APPARTEMENT À LA CITÉ BOURGUIBA,550 000 F Cfa,"Avenue Bourguiba,
Dakar","jeudi, 13:10",2 chambre
APPARTEMENT 3 CHAMBRES SALON,165 000 F Cfa,"Keur Massar,
Dakar","20. mai, 11:18",3 chambre
Appartement F4 à louer almadies,2 000 000 F Cfa,"Almadies,
Dakar","mercredi, 17:24",3 chambre
APPARTEMENT A LOUER A KEURMASSAR ARRET DIOUMA DIA.,140 000 F Cfa,"Keur Massar,
Dakar","14. mai, 09:47",2 chambre
Mamelles magnifique appartement de type F4 à louer,1 000 000 F Cfa,"Mamelles,
Dakar","3. avr., 23:23",3 chambre
Superbe appartement Ngor (près de chez Katia),600 000 F Cfa,"Ngor,
Dakar","4. juil., 08:41",3 chambre
Apparts grands standings à Yoff Virage (vue sur mer),1 300 000 F Cfa,"Virage,
Dakar","11. mai, 03:18",4 chambre
"Magasins, shows room, plateaux de bureau à Louer",600 000 F Cfa,"VDN,
Dakar","7. mai, 07:14",
Sotrac Mermoz Bel appartement de type F4 à louer,1 300 000 F Cfa,"Mermoz,
Dakar","29. mars, 21:38",3 chambre
Appartement a louer a Ndiakhirate,165 000 F Cfa,"Ndiakhirate,
Dakar","mardi, 12:58",
Belle villa à louer à Mermoz,1 600 000 F Cfa,"Mermoz,
Dakar","mardi, 18:19",8 chambre
Appartements KALIA - Zone de captage,450 000 F Cfa,"Zone de captage,
Dakar","11. juil., 22:19",3 chambre
Appartement à louer - ADJA LOUISE,1 200 000 F Cfa,"Mermoz,
Dakar","lundi, 12:24",3 chambre
Studio à louer aux mamelles,160 000 F Cfa,"Mamelles,
Dakar","29. mai, 20:01",1 chambre
Très bel appartement à mermoz,1 200 000 F Cfa,"Mermoz,
Dakar","11. juil., 19:44",2 chambre
Deux chambres à louer par mois,250 000 F Cfa,"Ouest foire,
Dakar","7. mai, 09:28",2 chambre
Studio à louer Maristes 2,120 000 F Cfa,"Hann maristes,
Dakar","12. juil., 11:44",
Appartement f3 à louer aux mamelles,250 000 F Cfa,"Mamelles,
Dakar","13. juin, 15:53",2 chambre
"Appartement deux chambres, salon à sacré coeur",290 000 F Cfa,"Mermoz,
Dakar","24. juin, 15:21",2 chambre
Magnifique appartement vue mer au plateau,3 500 000 F Cfa,"Plateau,
Dakar","7. juil., 15:29",4 chambre
APPARTEMENT MEUBLÉ F4 VUE MER CORNICHE FANN,3 500 000 F Cfa,"Fann,
Dakar","13. juin, 15:17",3 chambre
Appartement à louer Sacré Coeur 2,750 000 F Cfa,"Sacré-cœur,
Dakar","17. mai, 09:39",3 chambre
Appartement de 3 chambres - HAUT STANDING - FANN CORNICHE,3 000 000 F Cfa,"Fann,
Dakar","3. juin, 12:11",3 chambre
NOUVELLE RESIDENCE FANN RESIDENCE,3 000 000 F Cfa,"Fann,
Dakar","2. mai, 13:08",4 chambre
Appartement à louer à keur massar,130 000 F Cfa,"Keur Massar,
Dakar","mercredi, 16:30",2 chambre
Magnifique appartement à louer à mermoz,475 000 F Cfa,"Mermoz,
Dakar","mercredi, 12:44",3 chambre
APPARTEMENT F4 CORNICHE FANN MERMOZ,2 500 000 F Cfa,"Fann,
Dakar","13. juin, 15:18",3 chambre
Spacieux Appartement F5 au Virage,1 400 000 F Cfa,"Virage,
Dakar","13. juin, 15:20",4 chambre
Grand appartement à louer aux Almadies,1 000 000 F Cfa,"Almadies,
Dakar","19. juin, 10:55",3 chambre
Spacieux appartements à louer à Ngor,1 000 000 F Cfa,"Ngor,
Dakar","8. juil., 11:24",3 chambre
Très beaux F3 au Point E,900 000 F Cfa,"Point-e,
Dakar","6. juil., 10:54",2 chambre
Appartement à louer à Dakar-Plateau,1 000 000 F Cfa,"Plateau,
Dakar","28. juin, 16:00",3 chambre
Appartement F3 à louer au Virage,650 000 F Cfa,"Virage,
Dakar","28. juin, 16:01",2 chambre
Appartement F3 aux Almadies,600 000 F Cfa,"Almadies,
Dakar","7. juin, 13:15",2 chambre
Penthouse à louer à fann résidence,5 000 000 F Cfa,"Fann,
Dakar","11. juil., 09:54",4 chambre
Appartement à louer à la sortie 10 de l'autoroute,250 000 F Cfa,"Rufisque,
Dakar","28. juin, 18:44",3 chambre
F5 FOR RENT RESIDENTIAL AND QUIET LIBERTE 6 EXTENTION,650 000 F Cfa,"Liberte 6 extension,
Dakar","Hier, 14:44",4 chambre
Appartement F4 à louer Almadies,450 000 F Cfa,"Almadies,
Dakar","jeudi, 02:06",3 chambre
Appartement 4 chambres salon (235m2) au Virage,1 500 000 F Cfa,"Virage,
Dakar","3. juin, 22:03",4 chambre
BEL APPARTEMENT F4 AU POINT E,650 000 F Cfa,"Point-e,
Dakar","21. mai, 23:12",3 chambre
Superbe appartement F4 aux mamelles,1 500 000 F Cfa,"Mamelles,
Dakar","10. mai, 17:32",3 chambre
Appartement à louer aux almadies,800 000 F Cfa,"Almadies,
Dakar","dimanche, 16:10",3 chambre
APPT F4 A LOUER ALMADIES,1 500 000 F Cfa,"Almadies,
Dakar","19. juin, 18:50",3 chambre
Fanne residance,2 200 000 F Cfa,"Fann,
Dakar","7. mai, 15:25",3 chambre
Studio meublé à ngor,600 000 F Cfa,"Ngor,
Dakar","8. mai, 13:32",1 chambre
Très beau studio F2,900 000 F Cfa,"Ngor,
Dakar","6. juil., 10:54",1 chambre
Appartement de 3 chambres - HAUT STANDING - FANN CORNICHE,2 500 000 F Cfa,"Fann,
Dakar","17. mai, 09:43",3 chambre
Appartement NEUF à Fann Résidence,1 700 000 F Cfa,"Fann,
Dakar","23. mai, 10:43",3 chambre
Appartement à louer - ADJA LOUISE,1 200 000 F Cfa,"Mermoz,
Dakar","lundi, 12:24",3 chambre
Urgente recherche de villa,800 000 F Cfa,"Ngor,
Dakar","16. juin, 16:06",3 chambre
Appartement a louer aux Almadies alkimia,900 000 F Cfa,"Almadies,
Dakar","8. juin, 16:07",
Apt vide de 04 ch salon avec vue sur mer à fann residence,4 000 000 F Cfa,"Fann,
Dakar","2. mai, 18:16",4 chambre
Apt 03ch salon avec piscine à dakar plateau,2 500 000 F Cfa,"Plateau,
Dakar","2. mai, 18:17",3 chambre
Des apts de 04 ch salon à louer à fann residence,3 500 000 F Cfa,"Fann,
Dakar","2. mai, 18:18",4 chambre
Studio à louer au Mariste,225 000 F Cfa,"Hann maristes,
Dakar","2. mai, 18:19",1 chambre
Appartements 3/4 Ch Vue Mer Corniche Fann,3 000 000 F Cfa,"Fann,
Dakar","13. juin, 15:21",3 chambre
APPT F4 A LOUER ZONE DE CAPTAGE,500 000 F Cfa,"Zone de captage,
Dakar","26. juin, 13:37",3 chambre
Mini studio à louer,100 000 F Cfa,"Ouest foire,
Dakar","8. juil., 14:31",1 chambre
PLATEAUX DE BUREAU A LOUER EN VILLE,11 000 F Cfa,"Plateau,
Dakar","19. juin, 18:52",
Appartement NEUF à Fann Résidence,1 700 000 F Cfa,"Fann,
Dakar","23. mai, 10:43",3 chambre
F5 FOR RENT RESIDENTIAL AND QUIET LIBERTE 6 EXTENTION,650 000 F Cfa,"Liberte 6 extension,
Dakar","Hier, 14:44",4 chambre
F2 MEUBLE A LOUER AUX MAMELLES,450 000 F Cfa,"Mamelles,
Dakar","jeudi, 13:04",1 chambre
F3 à Louer a Liberte 6 extension,650 000 F Cfa,"Liberte 6 extension,
Dakar","jeudi, 13:04",2 chambre
Appartement F4 neuf à louer Ouest Foire,500 000 F Cfa,"Ouest foire,
Dakar","29. juin, 17:31",3 chambre
De bels apprts à Mermoz (Auchan Kfc),400 000 F Cfa,"VDN,
Dakar","12. juin, 17:00",3 chambre
F3 A LOUER AUX ALMADIES,400 000 F Cfa,"Almadies,
Dakar","29. mai, 11:21",2 chambre
Appartement à louer avec une vue panoramique sur la mer,1 900 000 F Cfa,"Virage,
Dakar","mardi, 18:07",4 chambre
F4 A LOUER A HANN MARINAS,450 000 F Cfa,"Hann marinas,
Dakar","29. mai, 11:23",3 chambre
Appartement F4 à louer onomo hanagr pelerin,575 000 F Cfa,"Virage,
Dakar","13. mai, 21:57",3 chambre
Duplex+piscine privée à louer virage,2 000 000 F Cfa,"Virage,
Dakar","24. juin, 18:45",3 chambre
Appart.F4 à louer virage vue sur mer,1 600 000 F Cfa,"Virage,
Dakar","13. mai, 22:00",3 chambre
